15121,0
15122,0
15123,0
15146,0
15147,0
15148,0
15149,0
15150,0
15151,1500
15156,0
15157,0
15162,0
15163,0
15172,0
15173,0
15174,0
15175,0
15186,0
15187,0
15192,0
15193,0
15198,0
15199,0
15204,0
15205,0
15208,0
15209,0
15212,0
15213,0
15216,0
15217,0
15218,0
15219,0
15224,0
15225,0
15226,0
15227,0
15230,0
15231,0
15232,0
15233,0
15244,0
15245,0
15246,0
15247,0
15248,0
15249,0
15258,0
15259,0
15274,0
15275,0
15276,0
15277,0
15278,0
15279,0
15290,0
15291,0
15308,0
15309,0
15312,0
15313,0
15314,0
15315,0
15316,0
15317,0
15326,0
15327,0
15328,0
15329,0
15342,0
15343,0
15344,0
15345,0
15346,0
15347,0
15352,0
15353,0
15354,0
15355,0
15376,0
15377,0
15380,0
15381,0
15386,0
15387,0
15388,0
15389,0
15392,0
15393,0
15400,0
15401,0
15406,0
15407,0
15408,0
15409,0
15410,0
15411,0
15412,0
15413,0
15416,0
15417,0
15422,0
15423,0
15424,0
15425,0
15428,0
15429,0
15434,0
15435,0
15436,0
15437,0
15438,0
15439,0
15440,0
15441,0
15442,0
15443,0
15446,0
15447,0
15448,0
15449,0
15456,0
15457,0
15460,0
15461,0
15464,0
15465,0
15468,0
15469,0
15476,0
15477,0
15478,0
15479,0
15492,0
15493,0
15498,0
15499,0
15502,0
15503,0
15510,0
15511,0
15512,0
15513,0
15514,0
15515,0
15532,0
15533,0
15536,0
15537,0
15538,0
15539,0
15540,0
15541,0
15544,0
15545,0
15552,0
15553,1000
15560,0
15561,0
15562,0
15563,0
15568,0
15569,0
15574,0
15575,0
15580,0
15581,0
15588,0
15589,0
15590,0
15591,0
15594,0
15595,0
15596,0
15597,0
15598,0
15599,0
15606,0
15607,0
15608,0
15609,0
15610,0
15611,0
15612,0
15613,0
15618,0
15619,0
15626,0
15627,0
15632,0
15633,0
15634,0
15635,0
15640,0
15641,0
15642,0
15643,0
15648,0
15649,0
15672,0
15673,1500
15682,0
15683,0
15686,0
15687,0
15692,0
15693,0
15694,0
15695,0
15698,0
15699,0
15700,0
15701,0
15708,0
15709,0
15712,0
15713,0
15716,0
15717,0
15722,0
15723,0
15728,0
15729,0
15736,0
15737,0
15746,0
15747,0
15752,0
15753,0
15754,0
15755,0
15756,0
15757,0
15760,0
15761,0
15766,0
15767,0
15770,0
15771,0
15772,0
15773,0
15774,0
15775,0
15778,0
15779,0
15788,0
15789,0
15794,0
15795,0
15802,0
15803,0
15812,0
15813,0
15836,0
15837,0
15840,0
15841,0
15854,0
15855,0
15858,0
15859,0
15860,0
15861,0
15878,0
15879,0
15882,0
15883,0
15890,0
15891,0
15894,0
15895,0
15902,0
15903,0
15904,0
15905,0
15912,0
15913,0
15920,0
15921,0
15926,0
15927,0
15930,0
15931,0
15938,0
15939,0
15950,0
15951,0
15956,0
15957,2000
15958,0
15959,0
15962,0
15963,0
15974,0
15975,0
15994,0
15995,0
15996,0
15997,0
16002,0
16003,0
16006,0
16007,1000
16010,0
16011,0
16020,0
16021,0
16022,0
16023,0
16024,0
16025,0
16032,0
16033,0
16042,0
16043,0
16044,0
16045,0
16052,0
16053,0
16056,0
16057,0
16060,0
16061,0
16062,0
16063,0
16064,0
16065,0
16066,0
16067,0
16070,0
16071,0
16082,0
16083,0
16098,0
16099,0
16104,0
16105,0
16124,0
16125,0
16126,0
16127,0
16128,0
16129,0
16130,0
16131,0
16134,0
16135,0
16142,0
16143,0
16154,0
16155,0
16156,0
16157,0
16162,0
16163,0
16166,0
16167,0
16170,0
16171,0
16174,0
16175,0
16176,0
16177,0
16186,0
16187,0
16188,0
16189,0
16194,0
16195,0
16200,0
16201,0
16202,0
16203,0
16204,0
16205,0
16206,0
16207,0
16214,0
16215,0
16218,0
16219,0
16224,0
16225,0
16230,0
16231,0
16236,0
16237,0
16242,0
16243,0
16252,0
16253,0
16256,0
16257,0
16262,0
16263,0
16266,0
16267,0
16278,0
16279,0
16280,0
16281,0
16290,0
16291,0
16300,0
16301,0
16302,0
16303,0
16304,0
16305,0
16318,0
16319,0
16324,0
16325,0
16342,0
16343,0
16344,0
16345,0
16358,0
16359,0
16360,0
16361,0
16362,0
16363,0
16364,0
16365,0
16366,0
16367,0
16376,0
16377,0
16382,0
16383,0
16384,0
16385,0
16392,0
16393,0
16402,0
16403,0
16414,0
16415,0
16418,0
16419,0
16420,0
16421,0
16424,0
16425,0
16428,1000
16429,0
16440,0
16441,0
16442,0
16443,0
16446,0
16447,0
16448,0
16449,0
16450,0
16451,0
16462,0
16463,0
16466,0
16467,0
16468,0
16469,0
16470,0
16471,0
16476,0
16477,0
16480,0
16481,0
16484,0
16485,0
16488,0
16489,0
16492,0
16493,0
16494,0
16495,0
16500,0
16501,0
16512,0
16513,0
16540,0
16541,0
16548,0
16549,0
16550,0
16551,0
16556,0
16557,0
16558,0
16559,0
16568,0
16569,0
16580,0
16581,0
16584,0
16585,0
16596,0
16597,0
16604,0
16605,0
16608,0
16609,0
16612,0
16613,0
16614,0
16615,0
16620,0
16621,0
16630,0
16631,0
16634,0
16635,0
16636,0
16637,0
16648,0
16649,0
16652,0
16653,0
16656,0
16657,0
16658,0
16659,0
16668,0
16669,0
16672,0
16673,0
16674,0
16675,0
16676,0
16677,0
16680,0
16681,0
16688,0
16689,0
16702,0
16703,0
16710,0
16711,0
16714,0
16715,2000
16718,0
16719,0
16720,0
16721,0
16732,0
16733,0
16734,0
16735,0
16736,0
16737,0
16738,0
16739,0
16742,0
16743,0
16748,0
16749,0
16750,0
16751,0
16754,0
